Tmin,Rainfall,RH,Solar,Wind,Tmax,Discharge
25.6,10,0.12,30.00,4.99,37.8,760.90
20.0,14.2,0.22,28.74,3.93,33.3,760.90
23.3,0,0.23,28.71,3.43,33.3,792.10
23.3,2,0.36,27.77,2.17,37.8,664.50
25.6,0,0.21,28.81,5.29,38.9,745.30
25.6,0,0.18,28.80,5.09,38.9,842.40
27.8,2.3,0.15,29.27,5.26,38.9,987.60
26.7,0,0.14,29.50,5.01,40.0,1032.90
24.4,0,0.13,28.77,4.38,38.9,1067.70
23.3,0,0.18,29.08,4.18,34.4,1142.80
24.4,0,0.23,27.41,4.14,35.6,1207.90
25.6,0,0.27,25.64,3.06,35.6,1267.40
25.6,0,0.27,26.88,3.55,37.8,1269.60
25.6,0,0.42,11.18,3.04,37.8,1170.40
24.4,0.5,0.34,26.73,3.29,37.8,1136.40
23.3,4,0.34,27.07,3.27,36.7,1108.00
23.3,0,0.23,29.03,4.75,34.4,1067.00
23.3,0,0.23,28.46,4.28,33.3,1045.70
22.2,24.2,0.19,28.73,4.37,34.4,1045.70
22.2,1.2,0.17,29.24,3.43,33.3,854.40
23.3,0,0.25,28.40,2.98,34.4,784.30
21.1,0,0.25,27.89,3.13,33.3,707.80
22.2,0,0.27,23.42,2.92,34.4,602.20
23.3,0,0.27,27.76,3.19,34.4,515.10
24.4,0,0.30,27.63,3.37,35.6,543.40
23.3,0.8,0.37,27.70,2.75,34.4,612.10
24.4,15.2,0.31,27.75,3.48,35.6,702.80
21.1,0,0.29,27.78,3.96,34.4,780.00
24.4,0,0.33,26.41,2.54,30.0,853.70
22.2,0,0.30,27.58,2.71,32.2,904.70
22.2,0,0.40,26.89,2.77,31.1,984.10
22.2,0,0.51,25.73,1.85,32.2,1025.20
23.3,8.7,0.56,23.66,2.49,30.0,1059.20
24.4,3,0.60,24.35,2.09,31.1,1084.00
21.1,25.3,0.52,17.32,1.71,32.2,1030.80
21.1,49,0.67,13.87,1.65,33.3,1021.60
22.2,1.9,0.62,19.57,1.79,32.2,1077.60
22.2,0,0.56,24.27,2.72,31.1,1096.70
23.3,8,0.55,24.93,2.28,32.2,1105.90
21.1,0,0.62,26.68,2.04,31.1,1356.70
22.2,0,0.66,19.75,2.70,32.2,1648.70
23.3,0,0.66,9.29,2.09,31.1,1595.20
23.3,46,0.76,25.27,1.77,31.1,1399.60
21.1,0,0.68,22.94,1.59,28.9,1481.30
22.2,0,0.77,24.70,2.05,27.8,1314.20
22.2,0,0.75,15.60,1.80,30.0,1346.80
23.3,0,0.67,17.75,1.74,27.8,1198.00
24.4,1.9,0.78,7.56,1.70,33.3,1211.50
23.3,0,0.69,22.81,2.00,32.2,1273.10
23.3,0,0.63,25.87,2.56,28.9,1203.00
23.3,2,0.62,25.83,2.81,30.0,1152.00
23.3,21.9,0.54,25.18,1.83,31.1,1081.80
23.3,36,0.67,1.95,2.55,30.0,1118.00
23.3,0.4,0.63,14.01,2.15,28.9,1081.10
23.3,0,0.51,25.12,2.28,30.0,1113.00
23.3,2.4,0.69,24.73,2.35,31.1,1254.70
24.4,17.9,0.69,22.95,2.04,32.2,1195.20
23.3,16.7,0.50,25.50,2.89,31.1,1127.90
23.3,2,0.60,25.28,2.34,33.3,1225.60
23.3,1.5,0.66,24.40,1.66,32.2,1125.00
22.2,46.2,0.63,24.22,2.32,31.1,1035.80
23.3,2.5,0.75,15.80,2.26,31.1,1031.50
23.3,14.8,0.70,5.59,2.06,33.3,922.40
22.2,13,0.52,25.22,2.54,32.2,1030.80
22.2,0.8,0.65,25.01,2.19,30.0,981.20
23.3,33.2,0.69,24.23,2.22,34.4,1015.90
23.3,0,0.60,24.47,2.66,33.3,1210.80
22.2,11.1,0.58,24.21,2.66,25.6,1113.00
23.3,1.9,0.67,23.87,2.11,30.0,1228.50
22.2,32.8,0.77,22.67,1.78,28.9,1125.00
22.2,12.3,0.71,23.74,2.08,25.6,1012.40
23.3,3.1,0.60,24.07,2.14,33.3,963.50
23.3,17.7,0.47,24.24,3.01,33.3,926.00
22.2,16.1,0.51,24.16,1.97,34.4,896.20
22.2,18.3,0.58,23.57,2.43,33.3,877.10
22.2,40.1,0.67,23.24,2.26,32.2,988.30
21.1,13.9,0.58,21.33,2.32,28.9,926.70
22.2,9.9,0.56,21.78,2.62,26.7,1125.00
22.2,7,0.58,19.84,2.85,28.9,1159.10
22.2,0,0.56,23.06,2.53,30.0,989.70
22.2,24.1,0.67,20.38,2.31,31.1,933.80
22.2,0.5,0.58,14.33,2.39,33.3,909.70
23.3,0,0.65,15.90,2.40,34.4,908.30
23.3,84,0.76,20.89,3.79,32.2,930.90
22.2,44.3,0.75,11.34,2.08,33.3,961.40
23.3,0,0.73,3.93,1.75,33.3,845.20
22.2,14.4,0.54,20.07,2.24,33.3,770.10
23.3,4.4,0.48,21.12,2.71,34.4,776.50
22.2,0,0.41,22.20,2.89,32.2,814.70
22.2,0,0.46,22.18,3.01,33.3,733.30
23.3,10,0.46,21.11,2.76,34.4,708.50
21.1,0,0.34,22.30,3.56,33.3,938.00
21.1,33.2,0.30,22.30,3.52,24.4,819.00
20.0,51.2,0.32,22.22,3.76,31.1,695.00
21.1,110.3,0.27,22.24,3.94,32.2,642.60
21.1,102.7,0.24,22.35,4.34,32.2,557.60
21.1,10,0.25,22.36,3.90,31.1,504.40
20.0,0,0.19,22.16,4.35,33.3,481.80
20.0,0,0.18,22.10,4.03,31.1,460.50
18.9,0,0.27,21.64,3.51,30.0,437.80
18.9,0,0.30,21.29,3.48,31.1,415.20
20.0,0,0.34,21.02,3.14,32.2,388.90
20.0,0,0.30,21.04,3.38,31.1,366.30
18.9,0,0.31,20.90,3.15,32.2,352.80
18.9,0.2,0.31,20.71,3.47,33.3,340.10
18.9,40,0.33,20.66,3.84,33.3,333.70
18.9,0.6,0.21,20.68,4.26,34.4,322.40
18.9,0,0.17,20.20,5.12,34.4,307.20
18.9,45.7,0.17,20.39,4.59,32.2,293.00
18.9,2.2,0.23,19.60,3.48,32.2,291.90
20.0,0,0.16,19.18,4.51,31.1,289.60
20.0,1.8,0.14,20.54,3.99,32.2,286.20
18.9,0,0.15,19.79,3.65,31.1,286.20
18.9,0,0.17,19.65,3.45,33.3,285.70
18.3,0,0.21,19.46,3.33,32.8,280.00
18.9,0,0.33,19.35,2.76,32.2,274.30
18.9,0,0.28,19.38,3.48,31.1,269.20
16.7,0,0.29,18.96,3.61,31.1,268.10
18.9,0,0.24,19.21,3.46,31.1,246.00
17.8,0,0.13,19.43,4.01,30.0,231.80
17.2,0,0.18,19.17,3.55,32.2,228.40
17.2,0,0.24,18.58,3.56,32.2,217.60
20.0,0,0.21,17.27,3.53,31.1,212.50
18.9,0,0.21,18.03,4.77,32.2,212.10
18.9,0,0.21,18.71,3.92,31.1,207.90
17.8,0,0.15,18.45,4.33,30.0,204.00
18.9,0,0.22,17.82,4.48,31.1,204.00
18.9,0,0.19,18.04,4.67,26.7,204.00
20.0,0,0.13,18.14,4.25,32.2,200.80
19.4,0,0.15,17.40,5.05,31.1,199.80
26.1,0,0.21,17.10,4.86,31.1,199.80
18.9,0,0.21,17.44,3.53,31.1,199.40
17.8,0,0.22,17.29,3.50,31.1,195.10
17.8,0,0.20,17.15,3.26,30.0,190.90
17.8,0,0.13,17.16,3.95,28.9,186.60
15.6,0,0.14,17.21,3.36,27.8,182.40
14.4,0,0.14,16.86,3.71,27.8,178.10
14.4,0,0.19,16.30,3.62,27.8,173.90
13.9,0,0.12,16.76,3.96,28.3,170.00
13.3,0,0.12,16.42,4.34,27.8,169.60
13.3,0,0.12,16.42,4.91,27.8,165.80
16.7,0,0.13,16.57,4.08,27.8,165.40
17.8,0,0.13,16.59,3.80,28.9,161.10
16.7,0,0.17,16.40,3.66,28.9,157.30
15.6,0,0.18,16.19,3.26,27.8,156.90
14.4,0,0.17,16.01,3.20,27.8,153.00
15.6,0,0.27,15.73,2.95,27.8,153.00
14.4,0,0.32,15.24,3.12,27.8,153.00
14.4,0,0.33,15.18,2.86,27.8,153.00
15.6,0,0.30,15.15,3.24,27.8,152.60
15.6,0,0.30,14.61,3.20,28.9,148.80
14.4,0,0.27,14.73,3.60,27.8,148.80
13.3,0,0.27,11.08,3.66,27.8,148.40
14.4,0,0.23,14.22,3.62,27.8,144.50
13.3,0,0.53,12.24,3.44,26.7,144.50
13.3,0,0.36,3.31,4.56,26.7,144.50
14.4,0,0.32,13.82,3.41,26.7,144.50
13.3,0,0.60,4.25,3.18,26.7,144.10
12.2,0,0.28,14.33,3.78,27.8,140.30
12.2,0,0.38,14.47,3.05,25.6,140.30
12.2,0,0.41,14.38,2.80,23.3,140.30
12.2,0,0.42,14.17,2.74,24.4,139.90
11.1,0,0.34,13.98,2.79,24.4,136.00
12.2,0,0.33,13.80,2.71,21.1,136.00
8.9,0,0.27,13.65,3.90,23.3,136.00
8.9,0,0.27,13.90,3.28,23.3,136.00
8.9,0,0.23,13.45,3.90,22.2,136.00
8.9,0,0.24,13.56,4.46,23.3,135.60
8.9,0,0.27,13.43,4.47,24.4,131.80
8.9,0,0.28,12.90,4.54,21.1,131.80
11.1,0,0.23,10.81,4.37,20.0,131.80
11.1,0,0.23,13.28,4.00,22.2,131.80
11.1,0,0.26,12.71,4.06,23.3,127.50
10.0,0,0.25,12.61,4.29,22.2,127.50
10.0,0,0.24,13.15,4.64,22.2,127.50
10.0,0,0.20,13.71,4.03,22.2,127.10
10.0,0,0.21,11.90,3.63,22.2,123.30
10.0,0,0.20,12.81,3.94,21.1,123.30
8.9,0,0.20,13.60,4.27,22.2,122.80
8.9,17,0.25,13.62,3.89,21.1,119.00
7.8,0.5,0.21,13.51,3.41,22.2,119.00
7.8,0,0.24,10.43,3.11,23.3,119.00
8.9,1.1,0.26,12.85,3.91,23.3,118.60
10.0,0,0.18,13.00,3.50,24.4,114.80
8.9,0,0.21,12.93,3.60,22.2,114.80
10.0,0,0.22,12.33,4.95,23.3,114.30
8.9,0,0.22,12.88,4.28,22.2,110.50
7.8,0,0.25,13.22,3.45,22.2,110.50
7.8,0,0.25,13.04,3.21,21.1,110.50
6.7,0,0.22,12.43,3.94,18.9,109.10
6.7,0,0.13,13.10,4.58,20.0,109.10
7.8,0,0.10,13.38,3.85,20.0,108.70
6.7,0,0.07,13.61,3.55,20.0,108.70
6.7,0,0.15,13.52,3.99,20.0,108.30
6.7,0,0.15,12.87,3.69,20.0,107.70
6.7,0,0.21,11.72,3.89,21.1,107.70
7.8,0,0.64,0.01,4.33,22.2,107.00
6.7,0,0.46,3.25,3.31,21.1,107.00
6.7,0,0.40,12.81,3.77,22.2,106.30
7.8,0,0.25,10.79,4.39,22.2,106.30
6.7,0,0.26,12.69,4.22,21.1,106.30
6.7,0,0.46,12.44,3.13,22.2,106.30
8.9,0,0.80,1.51,3.32,21.1,106.30
6.7,0,0.71,5.81,4.07,21.1,106.30
11.1,0,0.48,10.22,4.67,20.0,106.30
11.1,0,0.39,9.68,2.99,17.8,107.00
12.2,0,0.49,8.40,2.85,18.9,106.90
10.0,0,0.40,5.95,2.55,20.0,106.30
8.9,0,0.21,14.08,4.05,19.5,106.40
8.9,0,0.15,14.34,4.40,20.6,107.20
7.8,0,0.13,14.58,4.17,19.5,109.10
6.7,0,0.39,7.16,3.52,21.4,113.60
5.6,0,0.79,1.38,2.65,22.2,109.10
5.6,0,0.42,14.18,3.09,21.7,109.00
5.6,0,0.29,14.67,2.90,20.6,108.30
6.7,0,0.21,14.88,3.24,18.4,107.70
5.6,0,0.24,14.89,3.45,16.1,107.70
5.6,0,0.35,14.33,2.76,18.9,107.70
6.7,0,0.21,15.11,3.44,16.7,107.70
5.6,0,0.18,15.24,3.48,17.2,108.20
5.6,0,0.17,15.44,2.90,18.9,115.20
6.7,0,0.19,15.54,2.95,18.9,95.80
5.6,0,0.21,15.76,4.18,17.3,109.00
5.6,0.7,0.23,15.93,3.42,19.5,108.40
5.6,0,0.33,14.21,3.24,16.7,108.30
4.4,0,0.43,14.48,3.37,20.0,107.70
5.6,9.2,0.48,5.46,4.21,20.6,107.70
4.4,16.6,0.20,15.82,4.50,21.7,107.60
5.6,13.3,0.16,15.84,3.83,22.3,107.00
5.6,0.5,0.21,15.56,4.23,22.2,107.00
5.6,0,0.24,15.94,3.91,21.1,107.00
5.6,3,0.23,16.32,4.02,17.2,106.90
6.7,0,0.31,15.92,3.46,18.3,106.30
6.7,0,0.33,15.80,3.39,17.3,106.30
7.8,0,0.31,16.81,3.69,17.2,106.30
8.9,0,0.15,17.08,4.16,21.1,106.30
8.9,10.9,0.13,17.34,3.81,22.2,106.20
8.9,21.7,0.18,16.47,3.52,21.1,105.50
8.9,0,0.12,14.88,4.47,22.2,104.90
8.9,0,0.18,16.93,5.63,22.2,104.90
8.9,0,0.17,17.32,5.25,23.3,104.90
8.9,0,0.17,17.41,5.75,22.2,104.90
11.1,0,0.46,8.28,6.11,25.6,104.90
12.2,0,0.47,12.30,5.75,27.8,104.90
11.1,0,0.38,12.09,5.62,26.7,104.90
11.1,0,0.37,14.43,4.82,24.4,105.60
12.2,0,0.34,17.25,4.03,25.6,105.60
13.3,0,0.24,18.67,5.27,27.8,105.60
12.2,0,0.26,18.93,4.75,27.8,105.70
13.3,0,0.30,18.10,3.58,28.9,107.00
13.3,4.3,0.28,17.83,4.36,25.6,107.00
13.3,0,0.69,5.36,3.25,23.3,107.00
12.2,0,0.76,1.27,3.24,25.6,107.00
12.2,0,0.66,3.64,2.61,24.4,107.00
7.8,0,0.68,15.74,2.88,20.0,107.70
6.7,0,0.69,3.13,4.04,20.0,107.70
6.7,0,0.38,18.81,3.80,18.9,107.70
7.8,0,0.31,19.72,3.69,20.0,107.70
7.8,0,0.22,20.20,4.29,21.1,107.70
7.8,0,0.18,20.65,5.10,17.8,107.70
7.8,0,0.14,21.13,4.75,12.2,107.80
8.9,0,0.15,20.63,4.56,13.3,108.40
10.0,0,0.19,20.93,4.53,17.8,108.40
10.0,0,0.21,20.30,5.33,17.8,108.40
10.0,0,0.23,19.82,5.26,21.1,108.40
10.0,0,0.31,17.85,4.50,23.3,108.40
10.0,0,0.60,6.53,6.93,24.4,108.40
10.0,3.5,0.52,11.97,5.47,25.6,108.40
10.0,0.4,0.55,17.32,4.82,25.6,107.70
11.1,0.4,0.53,10.99,5.08,25.6,107.70
11.1,0,0.31,16.37,3.78,26.7,107.70
11.1,5,0.18,22.44,4.94,26.7,107.70
13.3,0,0.19,22.64,5.46,27.8,107.70
14.4,0,0.22,21.90,5.37,28.9,107.70
10.0,0,0.21,22.66,5.44,23.3,108.40
12.2,0,0.35,21.22,4.60,24.4,109.10
13.3,6.4,0.37,16.37,4.08,27.8,139.90
12.2,8,0.70,3.59,5.37,24.4,135.20
11.1,3,0.68,6.95,6.06,26.7,127.10
10.0,0.5,0.64,9.67,5.70,23.3,122.80
10.0,,0.66,11.14,3.66,24.4,118.60
10.0,0,0.30,21.97,5.50,23.3,114.80
10.0,0.5,0.31,24.14,4.44,21.1,114.30
11.1,0,0.26,24.04,4.27,23.3,110.50
11.1,0,0.19,24.22,5.20,24.4,110.90
12.2,0,0.18,24.26,5.92,21.1,123.70
13.3,0,0.17,23.56,5.72,18.9,172.60
13.3,0,0.12,24.98,6.32,23.3,235.80
8.9,0,0.13,24.71,7.16,22.2,185.30
8.9,0,0.13,24.63,5.47,20.0,162.40
8.9,0,0.12,25.26,5.66,21.1,148.50
10.0,0,0.13,25.08,5.57,22.2,143.70
11.1,10.5,0.12,23.54,4.55,24.4,139.90
13.3,3.8,0.27,12.61,4.61,26.7,135.60
12.2,23.6,0.21,22.13,5.14,27.8,131.30
13.3,0,0.18,24.85,5.35,25.6,126.70
13.3,0,0.37,21.88,4.37,28.9,119.00
13.3,0,0.46,21.94,3.44,27.8,119.00
14.4,0,0.28,19.58,3.61,28.9,119.40
14.4,0,0.42,22.10,3.06,30.0,127.90
15.6,0,0.64,7.32,4.72,28.9,132.20
15.6,0,0.17,25.66,4.92,30.0,136.50
16.7,0,0.14,27.10,5.31,31.1,140.30
16.7,5.8,0.13,27.10,5.63,30.0,140.70
17.8,4.5,0.17,27.02,5.08,31.1,145.00
16.7,11,0.11,27.50,4.70,31.1,148.80
17.8,28.7,0.11,26.80,4.90,31.1,149.20
16.7,0,0.13,26.27,5.15,30.0,153.00
16.7,0,0.19,21.80,5.57,25.6,161.50
13.3,0,0.20,25.96,5.38,24.4,162.00
15.6,0,0.13,25.93,5.49,28.9,167.10
15.6,0,0.22,23.58,5.23,31.1,179.80
15.6,0,0.16,26.45,6.20,33.3,191.70
20.0,0,0.19,27.28,5.77,34.4,196.00
21.1,0,0.20,26.77,6.00,35.6,201.10
21.1,0,0.18,26.83,6.25,36.1,217.10
21.1,0,0.19,26.79,6.25,36.7,224.40
21.1,0,0.17,27.44,5.76,36.7,230.70
22.2,0,0.16,27.36,6.61,37.2,242.60
24.4,0,0.13,27.73,6.67,37.8,285.70
24.4,0,0.13,28.44,5.80,37.8,316.30
24.4,0,0.10,29.06,6.36,38.9,335.10
23.3,0,0.14,28.02,6.02,38.9,391.10
24.4,0,0.14,27.23,6.09,38.9,440.00
22.2,0,0.34,24.69,4.95,38.9,461.90
23.3,1.2,0.21,23.37,5.05,40.0,476.10
24.4,2.8,0.26,14.11,7.07,40.0,484.60
24.4,0.7,0.14,28.27,6.28,40.0,450.60
24.4,0,0.12,29.17,7.13,40.0,440.70
24.4,0,0.11,29.35,6.05,40.0,456.30
25.6,0,0.15,26.00,7.01,41.1,482.50
24.4,0,0.33,17.28,5.85,40.0,494.50
18.9,0,0.27,25.56,5.99,37.8,532.80
23.3,0,0.51,18.80,6.49,34.4,480.30
20.0,3.1,0.19,28.13,5.67,32.2,399.60
23.3,0,0.20,28.22,5.99,34.4,307.20
22.2,0,0.19,28.87,5.82,35.6,290.20
22.2,0,0.15,29.33,4.95,36.7,276.60
24.4,0,0.17,29.12,5.41,37.8,290.80
24.4,0,0.19,28.40,5.34,36.7,280.00
22.2,0,0.17,28.92,5.46,37.8,274.30
17.8,0,0.18,28.52,5.07,32.2,267.50
21.1,4.5,0.17,28.72,4.60,33.3,250.50
23.3,0,0.15,28.95,5.24,35.6,234.10
23.3,0.2,0.23,28.31,4.06,36.7,225.00
25.6,0,0.20,28.78,4.46,37.8,245.40
26.7,0,0.16,29.17,4.75,38.9,367.00
26.7,0,0.19,28.53,4.36,40.0,453.40
27.8,0,0.18,27.22,3.97,41.1,559.00
27.8,7.2,0.17,29.55,5.19,40.6,646.10
26.7,6,0.19,27.92,5.57,40.0,663.80
26.7,0,0.19,29.18,5.31,40.0,620.60
16.7,8,0.16,29.24,5.32,38.9,673.80
21.1,0,0.14,29.32,5.49,34.4,773.60
20.0,0,0.16,29.46,5.15,36.7,681.50
21.1,0,0.15,29.59,5.08,30.0,595.10
21.1,0,0.16,29.78,6.09,34.4,446.30
23.3,0,0.15,30.10,5.62,36.7,409.50
25.6,1.5,0.13,30.09,6.15,37.8,440.00
25.6,7.2,0.17,30.02,4.66,38.9,531.30
23.3,0,0.19,29.39,4.07,40.0,537.00
25.6,0,0.26,25.65,3.29,40.0,580.20
26.7,0,0.26,24.77,3.49,41.1,672.30
17.8,0,0.25,29.78,4.57,40.0,679.40
20.0,0,0.19,29.65,4.60,38.9,707.00
24.4,0,0.19,29.57,4.68,38.9,770.10
26.7,0,0.20,28.88,4.58,40.0,819.00
27.8,0,0.19,29.82,4.22,40.0,864.30
26.7,0,0.17,30.04,4.04,38.9,876.40
22.2,0,0.21,29.67,3.79,31.1,819.00
22.2,12,0.22,29.25,3.54,30.0,802.00
15.6,0,0.38,28.15,2.38,35.6,816.90
18.9,15.2,0.32,28.11,3.57,36.7,736.10
21.1,2.7,0.24,29.66,3.65,34.4,631.20
22.2,0,0.28,29.11,3.87,36.7,558.30
24.4,0,0.15,29.73,4.71,35.6,582.40
26.7,0,0.19,29.88,4.81,37.8,637.60
25.6,0,0.18,29.26,5.19,38.9,760.20
22.2,4.7,0.22,28.94,4.51,35.6,834.60
22.2,0,0.21,29.00,5.26,27.8,752.40
21.1,0,0.22,28.73,4.01,33.3,667.40
22.2,28.2,0.32,28.67,2.60,31.1,595.80
22.2,16.5,0.38,28.69,3.10,34.4,623.50
23.3,0,0.48,26.04,3.17,35.6,656.70
24.4,0,0.54,24.31,2.58,36.7,667.40
23.3,0,0.57,3.93,3.12,36.7,677.30
22.2,0,0.65,6.95,2.60,31.1,614.90
24.4,7.7,0.87,0.95,4.88,37.8,571.70
24.4,9.9,0.82,2.84,3.49,36.7,630.50
24.4,0,0.82,2.26,2.72,35.6,722.60
24.4,16.7,0.71,14.14,2.15,34.4,840.90
24.4,0,0.71,27.90,2.26,34.4,945.10
23.3,0,0.65,27.90,2.27,33.3,958.60
24.4,0,0.73,22.22,3.39,33.3,988.30
23.3,0,0.76,11.22,2.22,26.7,1137.80
21.1,3.7,0.73,25.84,1.86,25.6,1873.20
20.0,28.6,0.76,26.87,1.51,22.2,1500.80
21.1,1.2,0.78,26.10,1.71,23.3,1365.90
22.2,12,0.73,26.45,1.82,33.3,963.50
23.3,0,0.75,11.33,1.44,35.6,930.90
23.3,0,0.60,26.99,2.18,31.1,1071.20
22.2,0,0.58,27.63,2.68,28.9,1076.90
22.2,0,0.41,28.21,4.42,27.8,1075.50
23.3,0.2,0.35,28.84,3.47,30.0,1030.80
24.4,6.5,0.35,28.72,3.64,34.4,950.10
25.6,0,0.44,28.11,2.99,34.4,960.00
22.2,0,0.49,27.77,2.40,26.7,886.30
22.2,0,0.44,27.44,3.72,31.1,906.80
21.1,0,0.42,27.40,3.67,28.9,775.80
22.2,0,0.48,26.83,3.48,32.2,704.20
21.1,4.2,0.41,26.57,3.80,34.4,659.60
22.2,6.2,0.46,25.40,2.67,34.4,638.30
23.3,17.5,0.40,26.51,3.35,35.6,634.10
23.3,84.5,0.44,25.94,3.03,34.4,682.30
22.2,16,0.53,9.30,1.88,33.3,702.10
22.2,24,0.65,14.24,2.52,32.2,742.50
23.3,0,0.43,26.70,3.83,35.6,758.10
23.3,6.5,0.39,26.97,3.40,36.7,743.90
23.3,12.7,0.45,26.45,3.37,34.4,833.20
23.3,56.9,0.42,26.33,3.33,35.6,800.60
22.2,27.2,0.37,26.31,4.05,34.4,770.10
21.1,0,0.28,27.14,4.10,34.4,811.20
22.2,0,0.31,26.75,4.33,31.1,846.60
22.2,0,0.28,26.82,4.10,32.2,852.30
23.3,20,0.28,26.60,3.84,34.4,860.80
23.3,50,0.26,25.23,3.60,34.4,826.10
22.2,6.2,0.26,26.18,4.24,35.6,756.60
21.1,0,0.25,26.43,4.44,34.4,695.00
22.2,0,0.27,25.53,4.11,34.4,616.40
23.3,0,0.33,25.99,5.22,34.4,602.90
23.3,0,0.46,25.74,4.87,34.4,627.70
23.3,3.3,0.49,24.98,4.46,35.6,656.70
22.2,7.2,0.49,25.23,3.93,35.6,679.40
22.2,10.8,0.53,24.75,3.54,35.6,619.20
21.1,0,0.50,24.86,3.73,35.6,627.70
22.2,0,0.47,25.10,3.70,35.6,619.90
21.1,0.2,0.41,25.26,4.15,34.4,602.20
22.2,20.2,0.40,25.05,3.75,34.4,565.40
21.1,0,0.43,24.61,2.95,34.4,571.00
22.2,40.7,0.59,24.09,2.39,33.3,583.80
22.2,50,0.66,24.40,2.11,32.2,629.10
21.1,0.9,0.67,23.54,2.55,33.3,644.00
21.1,0,0.62,20.40,2.63,34.4,595.10
23.3,0,0.47,24.16,3.35,35.6,575.30
23.3,4,0.46,23.86,3.13,33.3,589.40
26.1,20.9,0.54,21.34,2.35,33.3,604.30
21.1,0,0.41,23.16,2.93,33.3,622.00
21.1,5.6,0.48,22.77,2.82,26.7,622.70
21.1,0,0.49,22.67,2.70,31.1,612.10
21.1,0,0.64,14.17,2.48,31.1,673.80
20.0,5.4,0.71,3.75,1.87,21.1,606.40
21.1,0,0.44,16.35,2.77,23.3,556.10
21.1,14,0.28,23.29,3.85,25.6,510.80
21.1,0,0.28,23.31,3.41,30.0,549.80
20.6,2.5,0.31,22.80,3.52,31.1,504.40
21.1,0,0.28,22.84,3.53,28.9,445.60
21.1,42.5,0.19,22.99,3.71,33.3,426.50
22.2,10.6,0.20,23.25,4.07,27.8,462.60
21.1,0,0.19,22.88,3.60,24.4,550.50
20.0,29.5,0.26,22.71,3.61,26.7,763.00
20.0,0,0.27,22.46,3.77,26.7,687.20
20.0,0,0.30,21.99,4.20,31.1,564.60
21.1,0,0.33,21.35,3.44,32.2,483.90
21.1,0,0.36,21.36,3.62,33.3,456.30
21.1,4.3,0.38,21.08,3.51,33.3,410.90
21.1,9.2,0.24,21.24,3.76,33.9,402.40
21.1,0,0.23,21.72,3.93,33.3,369.80
22.2,42.5,0.23,21.21,4.03,33.3,364.90
22.2,5,0.19,21.42,4.43,33.9,331.60
22.2,2,0.18,21.37,4.36,33.3,321.40
21.1,7.2,0.19,21.12,4.13,31.1,319.10
20.0,29.1,0.23,20.64,4.25,32.2,304.40
20.0,10,0.21,20.78,3.70,28.9,290.80
18.9,0.7,0.19,20.85,3.75,31.1,285.10
18.9,0.5,0.15,20.68,3.72,32.2,273.20
18.9,1,0.20,20.54,4.00,31.1,267.00
18.9,9.3,0.21,20.14,3.83,30.0,259.00
17.8,0.4,0.12,20.17,4.24,32.2,253.30
17.8,0,0.10,20.48,4.57,32.2,229.00
17.8,0,0.08,19.87,4.46,33.3,223.30
18.9,0,0.15,12.59,4.52,32.2,218.20
20.0,0,0.08,20.13,4.88,32.2,218.20
20.0,0,0.08,20.14,4.21,32.2,217.60
18.9,0,0.07,20.04,3.55,32.2,212.50
18.9,0,0.07,19.80,4.16,33.3,212.50
18.9,0,0.08,19.71,4.30,32.2,208.30
17.8,0,0.06,19.70,4.57,34.4,204.00
16.7,0,0.06,19.46,4.84,34.4,199.40
16.7,0,0.04,19.49,5.23,33.3,195.50
16.7,9.9,0.09,18.98,4.75,32.2,191.30
16.7,0.3,0.07,19.10,4.42,32.2,186.60
16.7,0,0.07,18.88,4.86,31.7,182.40
15.6,0,0.08,18.56,4.88,31.7,178.50
15.6,0,0.06,18.65,4.17,32.2,178.10
14.4,0,0.06,18.21,4.37,32.2,173.90
14.4,0,0.07,18.38,4.98,31.1,170.00
14.4,0,0.10,18.09,4.60,31.1,170.00
13.3,0,0.09,17.90,5.17,30.0,170.00
13.3,0,0.10,17.90,4.12,28.9,165.40
13.3,0,0.12,17.26,4.13,30.0,161.50
12.2,0,0.13,17.30,3.93,28.9,161.10
12.2,0,0.14,17.11,3.53,30.0,154.70
13.3,0,0.16,17.04,3.44,30.0,153.00
12.2,0,0.21,16.33,3.40,30.0,150.50
12.2,0,0.22,16.10,3.76,28.9,148.80
12.2,0,0.21,16.02,4.69,28.9,148.80
12.2,0,0.33,14.64,5.73,27.8,148.80
13.3,0,0.33,14.65,4.44,27.8,148.40
12.2,0,0.26,15.15,5.17,28.9,144.10
12.2,0,0.19,15.89,4.70,27.8,140.30
13.3,0,0.17,16.16,4.15,26.7,140.30
12.2,0,0.14,16.35,3.86,26.7,139.90
13.3,0,0.21,16.11,3.38,27.8,136.00
14.4,0,0.20,15.43,3.33,27.8,136.00
16.7,0,0.22,14.97,3.30,26.7,136.00
14.4,0,0.21,12.69,2.97,31.1,136.00
13.3,0,0.23,14.82,3.52,23.3,136.00
12.2,0,0.13,14.98,3.85,27.8,136.00
12.2,0,0.08,6.40,3.79,28.3,136.00
11.1,0,0.25,14.80,4.43,28.9,136.00
11.1,0,0.08,15.28,4.52,28.9,135.50
13.3,0,0.07,15.44,3.69,27.8,132.60
12.2,0,0.07,15.35,3.99,24.4,132.60
11.1,0,0.08,14.49,3.58,22.2,132.60
11.1,0,0.14,14.97,4.15,26.7,132.60
